"","car_name","brand","model","kilometers_driven","transmision","fuel","color","engine_capacity","Precio"
"2367","Used Peugeot 206 CC 2011","peugeot",2011,"110,000 KM","Manual","Petrol","Red","N/A",100000
"2368","Used Peugeot 3008 1.6T Allure 2013","peugeot",2013,"125,000 KM","Automatic","Petrol","Burgundy","1598",230000
"2369","Used Peugeot 307 2007","peugeot",2007,"137 KM","Automatic","Petrol","Red","1600",140000
"2370","Used Peugeot 3008 GT Line 2016","peugeot",2016,"90,000 KM","Automatic","Petrol","Silver","1600",330000
"2371","New Toyota Hilux 2023","peugeot",2023,"0 KM","Manual","Diesel","White","2400",995000
"2372","Used Peugeot 308 2011","peugeot",2011,"116,000 KM","Manual","Petrol","Blue","1600",140000
"2373","Used Peugeot RCZ (New) 1977","peugeot",1977,"3,546 KM","Manual","Petrol","Blue","N/A",45000
"2374","Used MG 5 1.5L LUX 2022","mg",2022,"80,000 KM","CVT","Petrol","Blue","1500",680000
"2375","Used MG - 6 Deluxe 2021","mg",2021,"96,000 KM","Automatic","Petrol","Gray","1800",860000
"2376","New MG 6 1.5T COM 2022","mg",2022,"0 KM","Automatic","Petrol","Black","1500",1000000
"2377","New Toyota Hilux 2023","mg",2023,"0 KM","Manual","Diesel","White","2400",995000
"2378","Used MG 6 1.5T LUX (Black Interior) 2022","mg",2022,"17,000 KM","Automatic","Petrol","White","1500",1000000
"2379","Used MG 5 1.5L STD 2021","mg",2021,"26,000 KM","CVT","Petrol","Red","1500",650000
"2380","Used MG ZS 1.5L COM 2022","mg",2022,"1,500 KM","Automatic","Petrol","Black","1498",780000
"2381","Used MG - 6 2022","mg",2022,"24,000 KM","Automatic","Petrol","Red","N/A",860000
"2382","Used MG HS 1.5L 2021","mg",2021,"30,000 KM","Automatic","Petrol","Maroon","1500",1080000
"2383","New MG 5 1.5L LUX 2022","mg",2022,"0 KM","CVT","Petrol","White","1500",800000
"2384","Used MG - 5 HL 2020","mg",2020,"62,000 KM","Automatic","Petrol","Silver","1500",600000
"2385","New MG RX5 1.5T COM 2022","mg",2022,"500 KM","Automatic","Petrol","White","1490",1200000
"2386","Used MG HS 2021","mg",2021,"57,000 KM","Automatic","Petrol","Black","N/A",1070000
"2387","Used MG - 5 2022","mg",2022,"1,800 KM","Automatic","Petrol","Red","1500",800000
"2388","New MG ZS 1.5L LUX 2023","mg",2023,"0 KM","Automatic","Petrol","Black","1498",870000
"2389","New MG ZS 1.5L COM 2023","mg",2023,"0 KM","Automatic","Petrol","Red","1498",825000
"2390","New Toyota Hilux 2023","mg",2023,"0 KM","Manual","Diesel","White","2400",995000
"2391","Used MG RX5 2021","mg",2021,"59,000 KM","Automatic","N/A","Red","N/A",1000000
"2392","New MG 5 1.5L LUX 2022","mg",2022,"0 KM","CVT","Petrol","White","1500",800000
"2393","New MG RX5 1.5T COM 2022","mg",2022,"0 KM","Automatic","Petrol","White","1490",1050000
"2394","New MG ZS 1.5L COM 2023","mg",2023,"0 KM","Automatic","Petrol","Red","1498",825000
"2395","Used MG - 5 2021","mg",2021,"85,000 KM","Automatic","Petrol","Black","N/A",600000
"2396","Used MG ZS 2019","mg",2019,"34,000 KM","Automatic","Petrol","White","1500",680000
"2397","Used MG - 5 2021","mg",2021,"105,000 KM","Automatic","Petrol","Gold","1500",500000
"2398","Used MG ZS 1.5L LUX 2021","mg",2021,"70,000 KM","Automatic","Petrol","Black","1498",780000
"2399","Used MG 5 2020","mg",2020,"27,000 KM","Automatic","Petrol","Black","N/A",640000
"2400","Used MG ZS 1.5L LUX 2021","mg",2021,"36,000 KM","Automatic","Petrol","Black","1498",800000
"2401","Used MG 6 2021","mg",2021,"64,000 KM","Automatic","Petrol","Silver","1500",780000
"2402","Used MG - 6 2021","mg",2021,"49,000 KM","Automatic","Petrol","Black","N/A",770000
"2403","New Toyota Hilux 2023","mg",2023,"0 KM","Manual","Diesel","White","2400",995000
"2404","New MG HS 2.0T Luxury (AWD) 2022","mg",2022,"0 KM","Automatic","Petrol","Black","1500",1350000
"2405","Used MG ZS 1.5L LUX 2021","mg",2021,"90,000 KM","Automatic","Petrol","Blue","1498",700000
"2406","New MG HS 2.0T Luxury (AWD) 2022","mg",2022,"0 KM","Automatic","Petrol","Black","N/A",1300000
"2407","New MG HS 2.0T Luxury (AWD) 2022","mg",2022,"0 KM","Automatic","Petrol","Black","N/A",1300000
"2408","Used MG - 5 HL 2020","mg",2020,"40,000 KM","Automatic","Petrol","Gold","1500",630000
"2409","Used MG ZS 1.5L COM 2021","mg",2021,"58,000 KM","Automatic","Petrol","Red","1498",720000
"2410","Used MG - 5 HL 2021","mg",2021,"50,000 KM","Automatic","Petrol","Gray","1500",640000
"2411","Used MG ZS 1.5L LUX 2022","mg",2022,"19,000 KM","Automatic","Petrol","Blue","1498",800000
"2412","Used MG ZS 2019","mg",2019,"66,000 KM","Automatic","Petrol","White","N/A",565000
"2413","Used MG ZS 1.5L LUX 2022","mg",2022,"5,000 KM","Automatic","Petrol","Black","1498",775000
"2414","Used MG HS 1.5T LFC Edition 2021","mg",2021,"52,000 KM","Automatic","Petrol","White","1500",890000
"2415","Used MG HS 1.5T Luxury 2021","mg",2021,"32,000 KM","Automatic","Petrol","Red","1500",790000
"2416","New Toyota Hilux 2023","mg",2023,"0 KM","Manual","Diesel","White","2400",995000
"2417","Used MG HS 1.5T LFC Edition 2021","mg",2021,"120,000 KM","Automatic","Petrol","Blue","1500",755000
"2418","Used MG - 5 2021","mg",2021,"77,000 KM","Automatic","Petrol","Black","1500",465000
"2419","Used MG ZS 1.5L COM 2022","mg",2022,"10,500 KM","Automatic","Petrol","Black","1498",580000
"2420","Used MG HS 1.5T Luxury 2021","mg",2021,"22,000 KM","Automatic","Petrol","Black","1500",850000
"2421","Used MG - 5 2021","mg",2021,"59,000 KM","Automatic","Petrol","White","1500",420000
"2422","Used MG 6 1.5T LUX (Red Interior) 2021","mg",2021,"20,000 KM","Automatic","Petrol","Gray","1600",575000
"2423","Used MG HS 1.5T Luxury 2022","mg",2022,"20,000 KM","Automatic","Petrol","Black","1500",910000
"2424","Used MG - 5 2021","mg",2021,"42,000 KM","Automatic","Petrol","Gray","1600",445000
"2425","Used MG - 6 2020","mg",2020,"57,000 KM","Automatic","Petrol","White","N/A",470000
"2426","Used MG ZS 2019","mg",2019,"75,000 KM","Automatic","Petrol","White","1500",415000
"2427","Used MG RX5 1.5T COM 2021","mg",2021,"45,000 KM","Automatic","Petrol","Black","1490",530000
"2428","Used MG - 5 2022","mg",2022,"11 KM","CVT","Petrol","Black","1500",380000
"2429","New Toyota Hilux 2023","mg",2023,"0 KM","Manual","Diesel","White","2400",995000
"2430","Used MG - 5 2022","mg",2022,"51,000 KM","CVT","Petrol","Red","N/A",430000
"2431","Used MG HS 1.5T Luxury 2022","mg",2022,"1,000 KM","Automatic","Petrol","White","1500",745000
"2432","Used MG RX5 2019","mg",2019,"22,000 KM","Automatic","Petrol","Red","1500",550000
"2433","Used MG - 5 2020","mg",2020,"67,000 KM","CVT","Petrol","Red","1500",400000
"2434","Used MG ZS 1.5L COM 2021","mg",2021,"39,000 KM","Automatic","Petrol","Black","1498",450000
"2435","Used MG RX5 1.5T COM 2021","mg",2021,"43,000 KM","Automatic","Petrol","Black","1490",570000
"2436","Used MG 5 1.5L LUX 2021","mg",2021,"40,000 KM","CVT","Petrol","Brown","1500",425000
"2437","Used MG EZS 2021","mg",2021,"18,000 KM","Automatic","Petrol","Red","1500",460000
"2438","Used MG - 6 2020","mg",2020,"83,000 KM","Automatic","Petrol","Silver","1500",440000
"2439","Used MG - 5 2021","mg",2021,"30,000 KM","CVT","Petrol","Blue","1500",358000
"2440","Used MG ZS 1.5L LUX 2021","mg",2021,"19,000 KM","Automatic","Petrol","Blue","1498",365000
"2441","Used MG ZS EV 2021","mg",2021,"19,000 KM","Automatic","Petrol","Blue","1600",365000
"2442","New Toyota Hilux 2023","mg",2023,"0 KM","Manual","Diesel","White","2400",995000
"2443","Used MG EZS Electric SUV 2019","mg",2019,"65,000 KM","Automatic","Petrol","Red","1500",350000
"2444","Used MG - 6 2022","mg",2022,"9,000 KM","Automatic","Petrol","White","1500",405000
"2445","Used MG - 5 2021","mg",2021,"7,000 KM","CVT","Petrol","Red","1500",310000
"2446","Used MG - 5 2021","mg",2021,"23,000 KM","Automatic","Petrol","Gold","1600",216000
"2447","Used MG HS 1.5T LFC Edition 2021","mg",2021,"20,000 KM","Automatic","Petrol","White","1500",415000
"2448","Used MG 750 1.8L 2017","mg",2017,"67,000 KM","Automatic","Petrol","Gray","1800",175000
"2449","Used MG 750 1.8L 2017","mg",2017,"67,000 KM","Automatic","Petrol","Gray","1800",180000
"2450","Used MG - 5 2021","mg",2021,"4,000 KM","Automatic","Petrol","Gold","1500",259000
"2451","New MG - 5 2021","mg",2021,"0 KM","Automatic","Petrol","Red","N/A",262000
"2452","New MG - 6 2021","mg",2021,"0 KM","Automatic","Petrol","Red","1500",95000
"2453","Used MG 350 2014","mg",2014,"150,000 KM","Automatic","Petrol","Gold","1499",150000
"2454","Used Volkswagen Tiguan 1.4L S 2020","volkswagen",2020,"33,000 KM","Automatic","Petrol","White","1400",1600000
"2455","Used Volkswagen Passat 1.4 TSI Trendline 2017","volkswagen",2017,"150,000 KM","Automatic","Petrol","Black","1395",1025000
"2456","Used Volkswagen Polo Sedan SE 2014","volkswagen",2014,"130,000 KM","Automatic","Petrol","Black","1598",540000
"2457","New Toyota Hilux 2023","volkswagen",2023,"0 KM","Manual","Diesel","White","2400",995000
"2458","Used Volkswagen Passat 2.5L Highline 2009","volkswagen",2009,"220,000 KM","Automatic","Petrol","Other","2500",600000
"2459","Used Volkswagen Polo Sedan S 2013","volkswagen",2013,"175,000 KM","Automatic","Petrol","Black","1598",400000
"2460","Used Volkswagen Passat 2.5L Comfortline 2021","volkswagen",2021,"73,000 KM","Automatic","Petrol","Black","1600",1640000
"2461","Used Volkswagen Passat 1996","volkswagen",1996,"380,000 KM","Automatic","Petrol","Other","1600",180000
"2462","Used Volkswagen Passat 2.0 Sedan 2021","volkswagen",2021,"55,000 KM","Manual","Petrol","Gray","2000",1400000
"2463","Used Volkswagen ID4 2022","volkswagen",2022,"5,500 KM","Automatic","Electric","White","N/A",1500000
"2464","Used Volkswagen Tiguan 2016","volkswagen",2016,"120,000 KM","Automatic","Petrol","Gray","1400",950000
"2465","Used Volkswagen Golf GTI Sport 1989","volkswagen",1989,"200,000 KM","Manual","Petrol","Green","1800",125000
"2466","Used Volkswagen Jetta 2007","volkswagen",2007,"30,000 KM","Automatic","Petrol","Silver","1600",385000
"2467","Used Volkswagen Passat 3.2 Sedan 2021","volkswagen",2021,"75,000 KM","Automatic","Petrol","Silver","3200",1375000
"2468","Used Volkswagen Touran 2010","volkswagen",2010,"180,000 KM","Automatic","Petrol","Red","1400",300000
"2469","Used Volkswagen Tiguan 1.4L R-Line 2021","volkswagen",2021,"42,000 KM","Automatic","Petrol","Blue","1395",1450000
"2470","New Toyota Hilux 2023","volkswagen",2023,"0 KM","Manual","Diesel","White","2400",995000
"2471","Used Volkswagen Jetta 1.6 Sedan 2007","volkswagen",2007,"190,000 KM","Automatic","Petrol","Gold","1600",320000
"2472","Used Volkswagen Golf GTI Hatchback 1991","volkswagen",1991,"600,000 KM","Manual","Petrol","Green","1300",65000
"2473","Used Volkswagen Polo Sedan S 2004","volkswagen",2004,"200,000 KM","Automatic","Petrol","Red","1598",125000
"2474","Used Volkswagen Tiguan 1.4L R-Line 2021","volkswagen",2021,"18,000 KM","Automatic","Petrol","Blue","1395",1250000
"2475","Used Volkswagen Golf 2.0L R (280 HP) 1992","volkswagen",1992,"300,000 KM","Manual","Petrol","Other","1984",700000
"2476","New Volkswagen ID4 2022","volkswagen",2022,"0 KM","Automatic","Electric","Blue","N/A",1050000
"2477","Used Volkswagen Passat 3.2 Sedan 2002","volkswagen",2002,"117,000 KM","Automatic","Petrol","Silver","3200",155000
"2478","Used Volkswagen Tiguan 2016","volkswagen",2016,"130,000 KM","Automatic","Petrol","Gray","1968",560000
"2479","Used Volkswagen Golf R 2017","volkswagen",2017,"120,000 KM","Automatic","Petrol","White","N/A",450000
"2480","Used Volkswagen Jetta 2014","volkswagen",2014,"158,000 KM","Automatic","Petrol","Brown","1400",235000
"2481","Used Volkswagen Golf GTI Hatchback 1992","volkswagen",1992,"200,000 KM","Manual","Petrol","Black","1500",90000
"2482","Used Volkswagen Golf GTI 2009","volkswagen",2009,"150,000 KM","Automatic","Petrol","White","1",85000
"2483","New Toyota Hilux 2023","volkswagen",2023,"0 KM","Manual","Diesel","White","2400",995000
"2484","Used Volkswagen Passat 1.4 TSI Trendline Plus 2019","volkswagen",2019,"10,000 KM","Automatic","Petrol","Gray","1395",570000
"2485","Used Volkswagen Caddy 2009","volkswagen",2009,"200,000 KM","Manual","Petrol","White","1900",130000
"2486","Used Volkswagen Beetle 2.0L S 1985","volkswagen",1985,"80,000 KM","Manual","Petrol","Red","1200",45000
"2487","Used Volkswagen Passat 2.0 Sedan 2002","volkswagen",2002,"195,000 KM","Manual","Petrol","Silver","2000",198000
"2488","Used Volkswagen Jetta 1.6 Sedan 2009","volkswagen",2009,"290,000 KM","Automatic","Petrol","Silver","1600",130000
"2489","Used Volkswagen Jetta 1.6 Sedan 2009","volkswagen",2009,"225,000 KM","Automatic","Petrol","Black","1600",180000
"2490","Used Volkswagen Passat 2016","volkswagen",2016,"26,000 KM","Automatic","Petrol","Brown","1400",370000
"2491","Used Volkswagen Polo 1999","volkswagen",1999,"190,000 KM","Automatic","Petrol","Blue","1600",88000
"2492","Used Volkswagen Passat 1981","volkswagen",1981,"200,000 KM","Manual","Petrol","Brown","1601",18000
"2493","Used Volkswagen Polo 1995","volkswagen",1995,"180,000 KM","Manual","Petrol","Black","1400",70000
"2494","Used Volkswagen Passat 2015","volkswagen",2015,"112,000 KM","Automatic","Petrol","Black","1400",265000
"2495","Used Volkswagen Tiguan 1.4L SE 2018","volkswagen",2018,"135,000 KM","CVT","Petrol","Brown","1395",450000
"2496","New Toyota Hilux 2023","volkswagen",2023,"0 KM","Manual","Diesel","White","2400",995000
"2497","Used Volkswagen Passat 2.5L Highline 2002","volkswagen",2002,"230,000 KM","Manual","Petrol","Blue","1600",85000
"2498","Used Volkswagen Passat 2.0 Sedan 2006","volkswagen",2006,"170,000 KM","Automatic","Petrol","Gold","1600",165000
"2499","New Volkswagen Polo Sedan S 2000","volkswagen",2000,"160,000 KM","Manual","Petrol","Black","1000",75000
"2500","Used Volkswagen Scirocco 1.4L TSI 2011","volkswagen",2011,"207,000 KM","Automatic","Petrol","White","1390",159000
"2501","Used Volkswagen Scirocco 1.4L TSI 2011","volkswagen",2011,"208,000 KM","Automatic","Petrol","White","1390",169000
"2502","Used Volkswagen Fox 2008","volkswagen",2008,"222,000 KM","Manual","Petrol","Gray","1400",115000
"2503","Used Volkswagen Passat 2018","volkswagen",2018,"38,000 KM","Automatic","Petrol","Silver","1400",495000
"2504","Used Ford EcoSport 1.0T Titanium 2018","ford",2018,"143,000 KM","Automatic","Petrol","Black","998",775000
"2505","Used Ford EcoSport 2020","ford",2020,"40,000 KM","Automatic","Petrol","Other","N/A",750000
"2506","Used Ford Kuga 1.5T Sport 2015","ford",2015,"86,000 KM","Automatic","Petrol","Silver","1500",850000
"2507","New Toyota Hilux 2023","ford",2023,"0 KM","Manual","Diesel","White","2400",995000
"2508","Used Ford Escape 1.5T Trend 2022","ford",2022,"19,000 KM","Automatic","Petrol","Silver","1500",1500000
"2509","Used Ford Fiesta 1.6L Trend 2013","ford",2013,"150,000 KM","Automatic","Petrol","Black","1600",420000
"2510","Used Ford Focus 1.6L Trend (Sedan) 2014","ford",2014,"210,000 KM","Automatic","Petrol","Black","1600",520000
"2511","Used Ford Focus 1.6L Sedan 2012","ford",2012,"173,000 KM","Automatic","Petrol","Silver","1600",400000
"2512","Used Ford Explorer XLT 1998","ford",1998,"94,000 KM","Automatic","Petrol","Blue","4100",340000
"2513","Used Ford Kuga 1.5L EcoBoost 2018","ford",2018,"110,000 KM","Automatic","Petrol","Silver","1500",900000
"2514","Used Ford Focus 2018","ford",2018,"95,000 KM","Automatic","Petrol","Blue","1000",530000
"2515","New Ford Mondeo 1998","ford",1998,"0 KM","Manual","Petrol","Other","2000",110000
"2516","Used Ford Focus 2018","ford",2018,"160,000 KM","Automatic","Petrol","Tan","1000",500000
"2517","Used Ford Focus 2018","ford",2018,"160,000 KM","Automatic","Petrol","Other","1000",500000
"2518","Used Ford Kuga 1.5T Sport 2019","ford",2019,"28,000 KM","Automatic","Petrol","White","1500",1100000
"2519","Used Ford Kuga 1.5T Sport 2019","ford",2019,"28,000 KM","Automatic","Petrol","White","1500",1100000
"2520","New Toyota Hilux 2023","ford",2023,"0 KM","Manual","Diesel","White","2400",995000
"2521","Used Ford Kuga 1.5T Titanium 2019","ford",2019,"11,000 KM","Automatic","Petrol","Black","1500",1250000
"2522","Used Ford EcoSport 1.0T Sport 2019","ford",2019,"118,000 KM","Automatic","Petrol","Silver","998",415000
"2523","Used Ford Fiesta 1.6L Ambiante 2014","ford",2014,"90,000 KM","Automatic","Petrol","Burgundy","1600",230000
"2524","Used Ford Focus 1.6L Sedan 2012","ford",2012,"349,996 KM","Automatic","Petrol","Blue","1600",290000
"2525","Used Ford Focus 2018","ford",2018,"100,000 KM","Automatic","Petrol","Other","N/A",420000
"2526","Used Ford Focus 2.0L Sport 2017","ford",2017,"160,000 KM","Automatic","Petrol","Red","1000",370000
"2527","Used Ford Focus 2014","ford",2014,"240,000 KM","Automatic","Petrol","Silver","1600",300000
"2528","Used Ford Focus 2016","ford",2016,"127,000 KM","CVT","Petrol","Black","1000",320000
"2529","Used Ford Fiesta 1.25L 1997","ford",1997,"44,998 KM","Manual","Petrol","Beige","1300",64999
"2530","Used Ford Kuga 1.5T Titanium 2019","ford",2019,"50,000 KM","Automatic","Petrol","Blue","1500",750000
"2531","Used Ford Fiesta 1988","ford",1988,"200,000 KM","Manual","Petrol","White","N/A",35000
"2532","Used Ford Fusion 1.5L EcoBoost 2016","ford",2016,"252,000 KM","Automatic","Petrol","Silver","1500",250000
"2533","New Toyota Hilux 2023","ford",2023,"0 KM","Manual","Diesel","White","2400",995000
"2534","Used Ford Fiesta 2017","ford",2017,"63,000 KM","Manual","Petrol","Blue","1",280000
"2535","Used Ford Focus 2017","ford",2017,"35,000 KM","Automatic","Petrol","Red","N/A",250000
"2536","Used Ford Fiesta 1.6L Ambiante 2014","ford",2014,"191,000 KM","Automatic","Petrol","Gray","1600",155000
"2537","Used Ford GT 1998","ford",1998,"136,000 KM","Automatic","Petrol","White","4600",159999
"2538","Used Ford Escort 1999","ford",1999,"30,000 KM","Manual","N/A","Purple","1600",35000
"2539","Used Ford Escort 1.5L Trend 1998","ford",1998,"1,800,000 KM","Manual","Petrol","Green","1300",45000
"2540","Used Ford Focus 2017","ford",2017,"99,000 KM","Automatic","N/A","Red","1000",250000
"2541","Used Ford Focus 1.6L 2008","ford",2008,"300,955 KM","Automatic","Petrol","Red","1600",135000
"2542","Used Ford Fiesta 2014","ford",2014,"40,000 KM","Automatic","Petrol","Black","1600",125000
"2543","Used Ford Explorer 2012","ford",2012,"140,000 KM","Automatic","Petrol","White","3500",630000
"2544","Used Ford Explorer 2010","ford",2010,"180,000 KM","Automatic","Petrol","Silver","4000",430000
"2545","Used Ford Fiesta 1.0T Trend 3Drs M/T 2000","ford",2000,"9,999,999 KM","Manual","Petrol","Black","998",45000
"2546","New Toyota Hilux 2023","ford",2023,"0 KM","Manual","Diesel","White","2400",995000
"2547","Used Ford Focus 1.6L Trend (Sedan) 2013","ford",2013,"211,000 KM","Automatic","Petrol","Blue","1600",155000
"2548","Used Ford Focus 1.6L Ambiente (Sedan) 2007","ford",2007,"50,000 KM","Automatic","Petrol","Silver","1600",160000
"2549","Used Ford Focus 2018","ford",2018,"16,000 KM","Automatic","Petrol","Blue","1000",285000
"2550","Used Ford Kuga 1.5T Titanium 2017","ford",2017,"69,000 KM","Automatic","Petrol","Red","1500",410000
"2551","New Ford Kuga 1.5L EcoBoost 2017","ford",2017,"54,000 KM","Automatic","Petrol","Red","1500",500000
"2552","Used Ford Figo Sedan 1.5L Ambient 1999","ford",1999,"167,507 KM","N/A","N/A","Red","N/A",70000
"2553","Used Geely Emgrand 7 Elegance 2014","geely",2014,"225,000 KM","Manual","Petrol","Black","1800",150000
"2554","Used Geely Emgrand 7 1.5L GLS M/T 2014","geely",2014,"225,000 KM","Manual","Petrol","Black","1498",150000
"2555","Used Geely Emgrand X7 1.3T GL 2018","geely",2018,"73,000 KM","Automatic","Petrol","Brown","1299",550000
"2556","New Toyota Hilux 2023","geely",2023,"0 KM","Manual","Diesel","White","2400",995000
"2557","Used Geely Emgrand X7 1.3T GL 2020","geely",2020,"63,000 KM","Automatic","Petrol","Black","1299",640000
"2558","Used Geely Emgrand X7 2019","geely",2019,"124,999 KM","N/A","N/A","Black","N/A",585000
"2559","Used Geely Pandino GB 2014","geely",2014,"230,000 KM","Manual","Petrol","Silver","1300",170000
"2560","Used Geely Imperial 1.5L GL 2019","geely",2019,"121,000 KM","Automatic","Petrol","Black","1600",420000
"2561","Used Geely Emgrand X7 GT 2013","geely",2013,"100,000 KM","Manual","Petrol","White","1600",180000
"2562","Used Geely Coolray 1.5TD GL-Sport 2022","geely",2022,"15,000 KM","Automatic","Petrol","Silver","1500",800000
"2563","Used Geely Emgrand 7 GB 2017","geely",2017,"115,000 KM","Manual","Petrol","Tan","1500",210000
"2564","Used Geely Imperial 2019","geely",2019,"185,000 KM","Automatic","Petrol","Black","1600",280000
"2565","Used Geely Pandino 2015","geely",2015,"60,000 KM","Manual","Petrol","Red","1299",165000
"2566","Used Geely Emgrand 7 2015","geely",2015,"163,000 KM","Manual","Petrol","Other","1600",170000
"2567","Used Geely Emgrand X7 1.3T GL 2020","geely",2020,"8,100 KM","Automatic","Petrol","Black","1299",510000
"2568","Used Geely Emgrand 7 2014","geely",2014,"280,000 KM","Manual","Hybrid","White","1600",160000
"2569","New Toyota Hilux 2023","geely",2023,"0 KM","Manual","Diesel","White","2400",995000
"2570","Used Geely Emgrand X7 2019","geely",2019,"60,000 KM","N/A","Petrol","Brown","N/A",450000
"2571","Used Geely Emgrand 7 2015","geely",2015,"160,000 KM","Manual","Petrol","Gray","1500",170000
"2572","Used Geely Emgrand 7 2014","geely",2014,"143,500 KM","Manual","Petrol","Bronze","1500",90000
"2573","Used Geely Emgrand 7 2014","geely",2014,"160,000 KM","Manual","Petrol","Black","1500",90000
"2574","Used Geely Emgrand 7 2014","geely",2014,"57,000 KM","Manual","Petrol","Gray","1500",120000
"2575","Used Geely Emgrand 7 2015","geely",2015,"75,000 KM","Manual","Petrol","Gray","1600",110000
"2576","Used Geely Emgrand 7 1.5L GLS Tinted Glass M/T 2013","geely",2013,"5,300 KM","Manual","Petrol","Gray","1500",125000
"2577","Used Geely Emgrand 7 2015","geely",2015,"170,000 KM","Manual","Petrol","White","N/A",110000
"2578","Used Geely Emgrand X7 1.3T GL 2019","geely",2019,"57,000 KM","Automatic","Petrol","Brown","1299",245000
"2579","Used Geely Emgrand 7 1.5L GLS M/T 2013","geely",2013,"250,000 KM","Manual","Petrol","Red","1498",85000
"2580","Used Geely Pandino GB 2010","geely",2010,"120,000 KM","Manual","Petrol","White","1300",72000
"2581","New Geely Emgrand 7 2014","geely",2014,"137,000 KM","Manual","Petrol","White","N/A",95000
"2582","New Toyota Hilux 2023","geely",2023,"0 KM","Manual","Diesel","White","2400",995000
"2583","Used Geely Emgrand 7 2015","geely",2015,"190,000 KM","Manual","Petrol","White","1600",90000
"2584","Used Geely Emgrand X7 1.3T GL 2019","geely",2019,"23,000 KM","Automatic","Petrol","Brown","1299",255000
"2585","Used Geely Emgrand X7 Sport 2017","geely",2017,"67,000 KM","CVT","Petrol","Black","45",250000
"2586","Used Geely Emgrand 7 Base 2017","geely",2017,"12,000 KM","Manual","Petrol","Bronze","1500",135000
"2587","Used Geely GC2 2015","geely",2015,"90,000 KM","Automatic","Petrol","Gray","1500",100000
"2588","Used Geely GC2 2015","geely",2015,"92,300 KM","Automatic","Petrol","Gray","1500",100000
"2589","Used Geely Pandino 2013","geely",2013,"73,000 KM","Manual","Petrol","Silver","1300",90000
"2590","Used Geely Pandino 2013","geely",2013,"73,000 KM","Manual","Petrol","Gray","1300",90000
"2591","Used Geely Pandino 2013","geely",2013,"73,000 KM","Manual","Petrol","Gray","1300",90000
"2592","Used Geely Emgrand 7 2013","geely",2013,"180,000 KM","Manual","Petrol","Red","1500",100000
"2593","Used Geely Emgrand X7 1.3T GL 2019","geely",2019,"40,750 KM","CVT","Petrol","Brown","1299",260000
"2594","Used Geely Emgrand 7 2015","geely",2015,"141,000 KM","Manual","Hybrid","Gray","1600",110000
"2595","New Toyota Hilux 2023","geely",2023,"0 KM","Manual","Diesel","White","2400",995000
"2596","Used Geely Emgrand 7 1.5L GLS M/T 2015","geely",2015,"87,000 KM","Manual","Petrol","Gray","1498",97000
"2597","Used Geely Emgrand 7 1.5L GLS Tinted Glass M/T 2014","geely",2014,"60,000 KM","Manual","Petrol","Black","1500",125000
"2598","Used Geely Emgrand 7 2015","geely",2015,"97,000 KM","N/A","Petrol","Bronze","N/A",115000
"2599","Used Geely Pandino 2014","geely",2014,"97,000 KM","Manual","Petrol","Yellow","1400",85000
"2600","Used Geely Emgrand 7 1.5L GLS M/T 2014","geely",2014,"185,000 KM","Manual","Petrol","Black","1498",100000
"2601","Used Citroen C5 Confort 1.6 2020","citroen",2020,"93,000 KM","Automatic","Petrol","Red","1600",1250000
"2602","Used Citroen C3 Picasso 1.6L VTI 2015","citroen",2015,"125,000 KM","Automatic","Petrol","Silver","1600",330000
"2603","Used Citroen C5 Aircross 1.6T Live 2021","citroen",2021,"80,999 KM","Automatic","Petrol","White","1600",1220000
"2604","New Toyota Hilux 2023","citroen",2023,"0 KM","Manual","Diesel","White","2400",995000
"2605","Used Citroen C4 Grand Picasso 2008","citroen",2008,"290,000 KM","Automatic","Petrol","Blue","2000",360000
"2606","Used Citroen C-Elysee 1.6L Comfort 2022","citroen",2022,"60,000 KM","Automatic","Petrol","White","1587",650000
"2607","Used Citroen C5 Aircross 1.6T Shine 2021","citroen",2021,"11,000 KM","Automatic","Petrol","Red","1600",1450000
"2608","Used Citroen C-Elysee 1.6 Exclusive 2015","citroen",2015,"67,000 KM","Automatic","Petrol","Teal","1600",380000
"2609","Used Citroen C5 Aircross 1.6T Shine 2021","citroen",2021,"25,000 KM","Automatic","Petrol","Gray","N/A",1480000
"2610","Used Citroen C5 Exclusive 1.6 2015","citroen",2015,"135,000 KM","Automatic","Petrol","Gray","1600",465000
"2611","Used Citroen C5 Aircross 2022","citroen",2022,"30,000 KM","Automatic","N/A","Black","N/A",1550000
"2612","Used Citroen C5 Aircross 1.6T Shine 2021","citroen",2021,"23,000 KM","Automatic","Petrol","Gray","N/A",1550000
"2613","Used Citroen C5 Aircross 1.6T Shine 2020","citroen",2020,"83,000 KM","Automatic","Petrol","Silver","N/A",1350000
"2614","Used Citroen C5 2021","citroen",2021,"44,000 KM","Automatic","Petrol","Silver","1600",1300000
"2615","Used Citroen C5 Confort 1.6 2013","citroen",2013,"179,000 KM","Automatic","Petrol","Other","1600",375000
"2616","Used Citroen C5 Aircross 1.6T Live 2021","citroen",2021,"70,000 KM","Automatic","Petrol","White","N/A",990000
"2617","New Toyota Hilux 2023","citroen",2023,"0 KM","Manual","Diesel","White","2400",995000
"2618","Used Citroen C5 2015","citroen",2015,"190,000 KM","Automatic","Petrol","Gray","1600",400000
"2619","Used Citroen C5 2015","citroen",2015,"190,000 KM","Automatic","Petrol","Gray","1600",380000
