"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"02.03.2025","13.025,50","13.360,00","13.446,00","12.996,04","298,92M","-2,41%"
"23.02.2025","13.347,30","12.970,60","13.347,30","12.927,20","808,12M","3,05%"
"16.02.2025","12.952,00","12.942,20","13.158,60","12.894,60","609,14M","-0,03%"
"09.02.2025","12.956,00","12.681,20","12.984,60","12.664,60","635,64M","2,10%"
"02.02.2025","12.688,90","12.114,20","12.775,60","12.101,30","771,01M","2,59%"
"26.01.2025","12.368,90","11.887,50","12.465,60","11.882,30","561,35M","3,22%"
"19.01.2025","11.982,60","11.921,10","12.050,30","11.843,60","580,66M","0,56%"
"12.01.2025","11.916,30","11.662,50","11.973,30","11.637,00","592,86M","1,67%"
"05.01.2025","11.720,90","11.693,00","11.904,20","11.613,70","578,56M","0,59%"
"29.12.2024","11.651,60","11.478,40","11.701,80","11.456,20","310,04M","1,04%"
"22.12.2024","11.531,60","11.462,40","11.531,60","11.399,10","214,58M","0,56%"
"15.12.2024","11.467,30","11.733,80","11.794,20","11.310,50","730,25M","-2,42%"
"08.12.2024","11.752,10","12.091,40","12.114,70","11.741,80","504,19M","-2,65%"
"01.12.2024","12.072,00","11.581,40","12.153,60","11.577,80","518,03M","3,70%"
"24.11.2024","11.641,30","11.732,70","11.767,60","11.486,10","655,77M","-0,13%"
"17.11.2024","11.656,60","11.640,80","11.720,70","11.428,00","595,65M","0,18%"
"10.11.2024","11.635,90","11.644,00","11.667,70","11.295,00","554,08M","0,73%"
"03.11.2024","11.551,60","11.823,20","11.892,10","11.461,20","766,27M","-2,46%"
"27.10.2024","11.843,00","11.863,90","11.962,50","11.615,40","615,87M","0,26%"
"20.10.2024","11.812,50","11.887,90","11.932,10","11.682,30","437,29M","-0,95%"
"13.10.2024","11.925,20","11.714,40","12.037,90","11.712,10","528,20M","1,75%"
"06.10.2024","11.720,00","11.707,60","11.781,20","11.589,00","440,15M","0,52%"
"29.09.2024","11.659,20","11.929,00","11.971,80","11.563,80","684,13M","-2,58%"
"22.09.2024","11.967,90","11.761,00","12.004,60","11.721,00","521,18M","1,83%"
"15.09.2024","11.753,30","11.518,20","11.826,70","11.510,00","739,18M","1,85%"
"08.09.2024","11.540,20","11.222,10","11.569,10","11.177,00","480,88M","3,29%"
"01.09.2024","11.173,00","11.395,30","11.429,40","11.138,80","487,50M","-2,01%"
"25.08.2024","11.401,90","11.266,93","11.446,25","11.240,00","199,32M","1,10%"
"18.08.2024","11.278,10","10.968,38","11.292,25","10.968,00","76,13M","3,00%"
"11.08.2024","10.949,70","10.673,70","10.961,60","10.610,00","68,79M","2,93%"
"04.08.2024","10.638,50","10.412,10","10.688,95","10.293,30","63,17M","-0,32%"
"28.07.2024","10.672,90","11.212,00","11.255,00","10.640,30","187,82M","-4,42%"
"21.07.2024","11.165,90","11.152,00","11.248,88","11.012,04","86,56M","0,71%"
"14.07.2024","11.087,50","11.225,00","11.225,90","11.015,80","481,77M","-1,45%"
"07.07.2024","11.250,60","11.002,40","11.264,80","10.876,80","539,09M","2,06%"
"30.06.2024","11.023,50","11.086,10","11.141,20","10.837,40","508,92M","0,73%"
"23.06.2024","10.943,70","11.051,10","11.190,40","10.913,00","510,94M","-0,80%"
"16.06.2024","11.032,30","11.041,30","11.166,40","10.881,50","689,74M","0,36%"
"09.06.2024","10.992,30","11.374,60","11.378,20","10.874,10","739,81M","-3,62%"
"02.06.2024","11.404,90","11.408,40","11.469,90","11.213,20","675,00M","0,73%"
"26.05.2024","11.322,00","11.260,00","11.361,20","11.125,30","1,13B","0,68%"
"19.05.2024","11.246,00","11.332,60","11.371,50","11.169,20","556,42M","-0,72%"
"12.05.2024","11.327,70","11.104,80","11.385,70","11.073,90","687,66M","2,00%"
"05.05.2024","11.105,50","10.878,90","11.160,00","10.847,10","923,33M","2,31%"
"28.04.2024","10.854,70","11.181,40","11.228,30","10.820,50","975,63M","-2,69%"
"21.04.2024","11.154,60","10.806,80","11.168,70","10.783,90","930,28M","3,96%"
"14.04.2024","10.729,50","10.670,70","10.776,30","10.499,20","802,57M","0,41%"
"07.04.2024","10.686,00","10.863,10","10.932,30","10.591,40","751,65M","-2,11%"
"31.03.2024","10.916,00","11.037,40","11.111,20","10.879,90","666,82M","-1,43%"
"24.03.2024","11.074,60","10.917,10","11.140,10","10.911,50","817,62M","1,20%"
"17.03.2024","10.943,20","10.602,90","10.963,90","10.576,60","783,61M","3,26%"
"10.03.2024","10.597,90","10.275,90","10.640,80","10.268,90","1,15B","2,84%"
"03.03.2024","10.305,70","10.071,00","10.366,90","10.032,10","809,70M","2,39%"
"25.02.2024","10.064,70","10.126,20","10.157,30","10.001,00","856,73M","-0,65%"
"18.02.2024","10.130,60","9.885,00","10.196,40","9.878,30","575,88M","2,47%"
"11.02.2024","9.886,40","9.939,10","10.004,10","9.841,60","585,99M","-0,10%"
"04.02.2024","9.896,60","10.047,40","10.083,10","9.857,40","753,12M","-1,65%"
"28.01.2024","10.062,50","9.939,50","10.149,60","9.864,20","794,50M","1,27%"
"21.01.2024","9.936,60","9.915,40","10.000,60","9.845,10","621,18M","0,79%"
"14.01.2024","9.858,30","10.119,30","10.135,30","9.798,80","640,82M","-2,34%"
"07.01.2024","10.094,80","10.142,30","10.209,00","9.994,00","672,59M","-0,69%"
"31.12.2023","10.164,50","10.161,30","10.287,90","10.038,10","529,60M","0,62%"
"24.12.2023","10.102,10","10.096,10","10.146,80","10.074,60","511,98M","-0,10%"
"17.12.2023","10.111,90","10.064,40","10.158,20","10.023,80","572,17M","0,16%"
"10.12.2023","10.095,60","10.220,10","10.257,80","10.050,70","1,01B","-1,25%"
"03.12.2023","10.223,40","10.139,10","10.301,30","10.113,90","726,77M","0,81%"
"26.11.2023","10.140,80","9.925,90","10.140,80","9.919,50","730,71M","2,03%"
"19.11.2023","9.939,00","9.760,90","9.957,30","9.759,70","615,87M","1,82%"
"12.11.2023","9.761,40","9.415,90","9.774,70","9.401,00","857,40M","4,16%"
"05.11.2023","9.371,70","9.297,40","9.420,20","9.200,30","630,71M","0,84%"
"29.10.2023","9.293,90","8.953,90","9.339,80","8.945,90","780,34M","4,21%"
"22.10.2023","8.918,30","9.028,90","9.037,30","8.879,30","793,19M","-1,23%"
"15.10.2023","9.029,10","9.244,30","9.323,40","9.021,80","667,46M","-2,21%"
"08.10.2023","9.232,90","9.180,60","9.434,50","9.111,80","610,72M","-0,03%"
"01.10.2023","9.235,80","9.448,40","9.495,10","9.077,60","677,28M","-2,04%"
"24.09.2023","9.428,00","9.468,80","9.523,90","9.307,10","646,53M","-0,78%"
"17.09.2023","9.502,00","9.538,40","9.672,20","9.455,30","544,77M","-0,50%"
"10.09.2023","9.549,70","9.403,40","9.642,00","9.330,60","780,91M","1,98%"
"03.09.2023","9.364,60","9.486,70","9.515,00","9.238,50","499,90M","-0,90%"
"27.08.2023","9.449,60","9.398,10","9.614,70","9.397,70","600,94M","1,19%"
"20.08.2023","9.338,90","9.268,60","9.415,50","9.239,40","356,43M","0,77%"
"13.08.2023","9.267,70","9.423,70","9.471,70","9.192,70","372,85M","-1,77%"
"06.08.2023","9.434,30","9.346,10","9.522,90","9.213,60","494,73M","0,70%"
"30.07.2023","9.368,40","9.675,90","9.688,30","9.244,30","770,25M","-3,27%"
"23.07.2023","9.685,10","9.417,00","9.741,90","9.401,00","798,43M","1,19%"
"16.07.2023","9.571,50","9.414,90","9.571,50","9.388,90","481,53M","1,41%"
"09.07.2023","9.438,30","9.210,50","9.523,60","9.183,00","570,47M","2,05%"
"02.07.2023","9.248,80","9.604,30","9.658,60","9.169,80","590,13M","-3,59%"
"25.06.2023","9.593,00","9.283,10","9.642,30","9.198,70","634,15M","3,53%"
"18.06.2023","9.265,80","9.457,80","9.503,20","9.239,70","510,27M","-2,41%"
"11.06.2023","9.495,00","9.345,90","9.580,80","9.261,10","880,62M","1,99%"
"04.06.2023","9.309,70","9.352,00","9.427,60","9.242,30","492,11M","-0,08%"
"28.05.2023","9.317,30","9.263,10","9.324,80","9.034,90","814,73M","1,37%"
"21.05.2023","9.191,10","9.242,80","9.326,60","9.048,20","510,32M","-0,65%"
"14.05.2023","9.251,50","9.269,30","9.309,40","9.125,70","526,56M","0,19%"
"07.05.2023","9.234,10","9.162,20","9.276,90","9.118,00","544,21M","0,95%"
"30.04.2023","9.147,30","9.248,20","9.264,90","8.967,30","603,65M","-1,01%"
"23.04.2023","9.241,00","9.382,50","9.433,90","9.159,80","795,00M","-1,85%"
"16.04.2023","9.415,60","9.387,40","9.540,50","9.361,00","774,41M","0,56%"
"09.04.2023","9.362,90","9.352,50","9.378,40","9.227,10","547,63M","0,54%"
"02.04.2023","9.312,30","9.214,60","9.323,50","9.135,50","517,80M","0,86%"
"26.03.2023","9.232,50","8.897,60","9.254,50","8.839,80","800,62M","5,00%"
"19.03.2023","8.792,50","8.668,70","9.100,20","8.501,20","1,25B","0,84%"
"12.03.2023","8.719,30","9.272,30","9.273,60","8.655,30","1,95B","-6,09%"
"05.03.2023","9.285,00","9.498,80","9.528,30","9.182,70","824,81M","-1,89%"
"26.02.2023","9.464,20","9.252,00","9.472,20","9.246,10","962,01M","2,85%"
"19.02.2023","9.201,50","9.352,70","9.369,10","9.118,50","770,04M","-1,41%"
"12.02.2023","9.333,00","9.135,10","9.363,10","9.120,70","724,91M","2,36%"
"05.02.2023","9.117,40","9.175,50","9.296,30","9.069,60","797,01M","-1,17%"
"29.01.2023","9.225,60","9.045,80","9.281,40","8.994,00","1,29B","1,83%"
"22.01.2023","9.060,20","8.925,20","9.082,80","8.905,00","930,36M","1,59%"
"15.01.2023","8.918,20","8.896,80","8.988,90","8.726,70","898,81M","0,41%"
"08.01.2023","8.881,70","8.692,40","8.918,40","8.661,40","930,09M","2,08%"
"01.01.2023","8.701,10","8.297,90","8.701,10","8.283,70","808,22M","5,74%"
"25.12.2022","8.229,10","8.307,40","8.332,50","8.208,70","427,89M","-0,48%"
"18.12.2022","8.269,10","8.122,30","8.338,60","8.059,50","683,02M","1,93%"
"11.12.2022","8.112,50","8.260,50","8.415,70","8.079,80","1,09B","-2,13%"
"04.12.2022","8.289,20","8.372,80","8.395,70","8.194,90","607,55M","-1,11%"
"27.11.2022","8.382,60","8.380,70","8.469,00","8.282,80","952,84M","-0,40%"
